,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,32,1.0092,100.0,0.5084
2,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,32,0.907,100.0,0.5618
3,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,32,0.1248,100.0,0.8717
4,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,32,0.0289,100.0,0.9126
5,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,20,32,0.0,100.0,0.918
6,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,25,32,0.0,100.0,0.918
7,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,30,32,0.0,100.0,0.918
8,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,32,1.0094,100.0,0.5079
9,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,32,0.9122,100.0,0.5585
10,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,32,0.7647,100.0,0.6296
11,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,32,0.6148,100.0,0.6964
12,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,20,32,0.4643,100.0,0.7561
13,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,25,32,0.3082,100.0,0.8101
14,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,30,32,0.0119,100.0,0.8898
15,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,32,1.0027,87.5,0.5145
16,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,32,0.8755,100.0,0.5838
17,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,10,32,0.6808,100.0,0.6771
18,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,15,32,0.4854,100.0,0.7536
19,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,20,32,0.2815,100.0,0.805
20,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,25,32,0.1733,100.0,0.8418
21,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,30,32,0.0825,100.0,0.8711
22,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,1,32,1.0012,100.0,0.5162
23,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,5,32,0.8574,100.0,0.5895
24,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,10,32,0.6419,100.0,0.6794
25,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,15,32,0.4535,100.0,0.7518
26,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,20,32,0.3178,100.0,0.8037
27,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,25,32,0.2245,100.0,0.8245
28,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,30,32,0.1527,100.0,0.8594
29,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,5,1,32,1.0096,100.0,0.5078
30,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,5,5,32,0.9128,100.0,0.5582
31,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,5,10,32,0.7654,100.0,0.6293
32,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,5,15,32,0.6157,100.0,0.696
33,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,5,20,32,0.4658,100.0,0.7555
34,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,5,25,32,0.3159,100.0,0.8066
35,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,5,30,32,0.1659,100.0,0.8492
36,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,6,1,32,1.0096,100.0,0.5075
37,alcove,resnet18,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,6,5,32,0.9151,100.0,0.557
