,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,16,0.4884,50.0,0.5079
2,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,16,0.3202,50.0,0.5564
3,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,16,0.1725,50.0,0.6018
4,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,16,0.0929,50.0,0.631
5,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,16,0.4842,50.0,0.5045
6,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,16,0.3128,50.0,0.5566
7,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,16,0.1685,50.0,0.6018
8,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,16,0.0907,50.0,0.6308
9,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,16,0.4745,50.0,0.5129
10,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,16,0.3075,75.0,0.5612
11,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,10,16,0.1656,75.0,0.6049
12,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,15,16,0.0892,75.0,0.6329
13,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,1,16,0.4761,50.0,0.5102
14,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,5,16,0.3119,50.0,0.5591
15,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,10,16,0.168,50.0,0.6036
16,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,15,16,0.0905,50.0,0.6322
17,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,1,16,0.4859,50.0,0.5068
18,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,5,16,0.322,50.0,0.555
19,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,10,16,0.1734,50.0,0.6009
20,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,15,16,0.0934,50.0,0.6303
21,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,1,16,0.487,50.0,0.504
22,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,5,16,0.3119,50.0,0.5569
23,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,10,16,0.1682,50.0,0.6011
24,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,15,16,0.0907,50.0,0.6296
25,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,1,16,0.4887,50.0,0.5078
26,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,5,16,0.3214,50.0,0.5559
27,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,10,16,0.1731,50.0,0.6015
28,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,15,16,0.0932,50.0,0.6307
29,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,1,16,0.4831,50.0,0.5058
30,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,5,16,0.3104,50.0,0.5569
31,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,10,16,0.1672,50.0,0.602
32,alcove,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,15,16,0.0901,50.0,0.6309
