,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,32,0.3335,50.0,0.5023
2,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,32,0.3054,50.0,0.5551
3,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,32,0.1645,50.0,0.6005
4,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,32,0.0886,50.0,0.6297
5,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,20,32,0.0477,50.0,0.6487
6,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,25,32,0.0257,50.0,0.6613
7,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,30,32,0.0138,50.0,0.6698
8,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,32,0.4839,50.0,0.5082
9,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,32,0.3009,50.0,0.5596
10,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,32,0.1621,50.0,0.6037
11,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,32,0.0873,50.0,0.632
12,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,20,32,0.047,50.0,0.6504
13,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,25,32,0.0253,50.0,0.6625
14,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,30,32,0.0136,50.0,0.6707
15,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,32,0.4821,50.0,0.5087
16,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,32,0.3005,50.0,0.56
17,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,10,32,0.1619,50.0,0.604
18,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,15,32,0.0872,50.0,0.6322
19,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,20,32,0.047,50.0,0.6505
20,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,25,32,0.0253,50.0,0.6626
21,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,30,32,0.0136,50.0,0.6708
22,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,1,32,0.4842,50.0,0.5138
23,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,5,32,0.2937,50.0,0.5638
24,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,10,32,0.1582,50.0,0.6066
25,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,15,32,0.0852,50.0,0.634
26,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,20,32,0.0459,50.0,0.6518
27,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,25,32,0.0247,50.0,0.6635
28,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,30,32,0.0133,50.0,0.6714
29,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,1,32,0.3382,50.0,0.5018
30,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,5,32,0.3054,50.0,0.5547
31,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,10,32,0.1645,50.0,0.6002
32,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,15,32,0.0886,50.0,0.6295
33,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,20,32,0.0477,50.0,0.6486
34,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,25,32,0.0257,50.0,0.6612
35,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,30,32,0.0138,50.0,0.6697
36,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,1,32,0.4832,50.0,0.5085
37,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,5,32,0.3009,50.0,0.5598
38,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,10,32,0.1621,50.0,0.6039
39,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,15,32,0.0873,50.0,0.6321
40,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,20,32,0.047,50.0,0.6504
41,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,25,32,0.0253,50.0,0.6625
42,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,30,32,0.0136,50.0,0.6707
43,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,1,32,0.3345,50.0,0.5022
44,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,5,32,0.3055,50.0,0.555
45,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,10,32,0.1646,50.0,0.6005
46,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,15,32,0.0886,50.0,0.6297
47,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,20,32,0.0477,50.0,0.6487
48,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,25,32,0.0257,50.0,0.6613
49,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,30,32,0.0138,50.0,0.6698
50,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,1,32,0.4829,50.0,0.5096
51,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,5,32,0.2994,50.0,0.5607
52,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,10,32,0.1613,50.0,0.6045
53,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,15,32,0.0869,50.0,0.6325
54,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,20,32,0.0468,50.0,0.6507
55,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,25,32,0.0252,50.0,0.6627
56,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,30,32,0.0136,50.0,0.6709
57,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,3,1,32,0.4811,50.0,0.5092
58,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,3,5,32,0.2999,50.0,0.5603
59,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,3,10,32,0.1615,50.0,0.6042
60,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,3,15,32,0.087,50.0,0.6324
61,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,3,20,32,0.0469,50.0,0.6506
62,alcove,vgg11,mse,shj_images_set1,0.0033,0.03,6.5,2,1,3,25,32,0.0252,50.0,0.6627
