,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,1,1,16,0.4974,100.0,0.5181
2,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,1,5,16,0.3681,100.0,0.5851
3,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,1,10,16,0.2426,100.0,0.6593
4,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,1,15,16,0.1465,100.0,0.7243
5,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,2,1,16,0.5041,100.0,0.5115
6,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,2,5,16,0.4173,100.0,0.5556
7,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,2,10,16,0.3232,100.0,0.6079
8,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,2,15,16,0.2417,100.0,0.6577
9,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,3,1,16,0.5008,100.0,0.5148
10,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,3,5,16,0.3945,100.0,0.5691
11,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,3,10,16,0.2939,100.0,0.626
12,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,3,15,16,0.22,100.0,0.672
13,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,4,1,16,0.5002,100.0,0.5154
14,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,4,5,16,0.3908,100.0,0.5713
15,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,4,10,16,0.2899,100.0,0.6289
16,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,4,15,16,0.2174,100.0,0.6745
17,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,5,1,16,0.5035,100.0,0.5121
18,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,5,5,16,0.4144,100.0,0.5574
19,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,5,10,16,0.3245,100.0,0.6075
20,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,5,15,16,0.2533,100.0,0.6507
21,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,6,1,16,0.5085,100.0,0.5073
22,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,6,5,16,0.4514,100.0,0.5358
23,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,6,10,16,0.3855,100.0,0.5709
24,alcove,,humble,abstract,0.0033,0.03,6.5,2,0,6,15,16,0.3241,100.0,0.6057
25,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,1,1,16,0.4974,100.0,0.5181
26,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,1,5,16,0.3681,100.0,0.5851
27,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,1,10,16,0.2426,100.0,0.6593
28,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,1,15,16,0.1465,100.0,0.7243
29,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,2,1,16,0.5041,100.0,0.5115
30,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,2,5,16,0.4173,100.0,0.5556
31,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,2,10,16,0.3232,100.0,0.6079
32,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,2,15,16,0.2417,100.0,0.6577
33,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,3,1,16,0.5008,100.0,0.5148
34,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,3,5,16,0.3945,100.0,0.5691
35,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,3,10,16,0.2939,100.0,0.626
36,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,3,15,16,0.22,100.0,0.672
37,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,4,1,16,0.5002,100.0,0.5154
38,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,4,5,16,0.3908,100.0,0.5713
39,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,4,10,16,0.2899,100.0,0.6289
40,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,4,15,16,0.2174,100.0,0.6745
41,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,5,1,16,0.5035,100.0,0.5121
42,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,5,5,16,0.4144,100.0,0.5574
43,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,5,10,16,0.3245,100.0,0.6075
44,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,5,15,16,0.2533,100.0,0.6507
45,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,6,1,16,0.5085,100.0,0.5073
46,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,6,5,16,0.4514,100.0,0.5358
47,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,6,10,16,0.3855,100.0,0.5709
48,alcove,,humble,abstract,0.0033,0.03,6.5,2,1,6,15,16,0.3241,100.0,0.6057
49,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,1,1,16,0.4974,100.0,0.5181
50,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,1,5,16,0.3681,100.0,0.5851
51,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,1,10,16,0.2426,100.0,0.6593
52,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,1,15,16,0.1465,100.0,0.7243
53,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,2,1,16,0.5041,100.0,0.5115
54,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,2,5,16,0.4173,100.0,0.5556
55,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,2,10,16,0.3232,100.0,0.6079
56,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,2,15,16,0.2417,100.0,0.6577
57,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,3,1,16,0.5008,100.0,0.5148
58,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,3,5,16,0.3945,100.0,0.5691
59,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,3,10,16,0.2939,100.0,0.626
60,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,3,15,16,0.22,100.0,0.672
61,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,4,1,16,0.5002,100.0,0.5154
62,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,4,5,16,0.3908,100.0,0.5713
63,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,4,10,16,0.2899,100.0,0.6289
64,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,4,15,16,0.2174,100.0,0.6745
65,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,5,1,16,0.5035,100.0,0.5121
66,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,5,5,16,0.4144,100.0,0.5574
67,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,5,10,16,0.3245,100.0,0.6075
68,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,5,15,16,0.2533,100.0,0.6507
69,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,6,1,16,0.5085,100.0,0.5073
70,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,6,5,16,0.4514,100.0,0.5358
71,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,6,10,16,0.3855,100.0,0.5709
72,alcove,,humble,abstract,0.0033,0.03,6.5,2,2,6,15,16,0.3241,100.0,0.6057
73,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,1,1,16,0.4974,100.0,0.5181
74,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,1,5,16,0.3681,100.0,0.5851
75,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,1,10,16,0.2426,100.0,0.6593
76,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,1,15,16,0.1465,100.0,0.7243
77,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,2,1,16,0.5041,100.0,0.5115
78,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,2,5,16,0.4173,100.0,0.5556
79,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,2,10,16,0.3232,100.0,0.6079
80,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,2,15,16,0.2417,100.0,0.6577
81,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,3,1,16,0.5008,100.0,0.5148
82,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,3,5,16,0.3945,100.0,0.5691
83,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,3,10,16,0.2939,100.0,0.626
84,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,3,15,16,0.22,100.0,0.672
85,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,4,1,16,0.5002,100.0,0.5154
86,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,4,5,16,0.3908,100.0,0.5713
87,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,4,10,16,0.2899,100.0,0.6289
88,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,4,15,16,0.2174,100.0,0.6745
89,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,5,1,16,0.5035,100.0,0.5121
90,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,5,5,16,0.4144,100.0,0.5574
91,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,5,10,16,0.3245,100.0,0.6075
92,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,5,15,16,0.2533,100.0,0.6507
93,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,6,1,16,0.5085,100.0,0.5073
94,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,6,5,16,0.4514,100.0,0.5358
95,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,6,10,16,0.3855,100.0,0.5709
96,alcove,,humble,abstract,0.0033,0.03,6.5,2,3,6,15,16,0.3241,100.0,0.6057
97,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,1,1,16,0.4974,100.0,0.5181
98,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,1,5,16,0.3681,100.0,0.5851
99,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,1,10,16,0.2426,100.0,0.6593
100,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,1,15,16,0.1465,100.0,0.7243
101,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,2,1,16,0.5041,100.0,0.5115
102,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,2,5,16,0.4173,100.0,0.5556
103,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,2,10,16,0.3232,100.0,0.6079
104,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,2,15,16,0.2417,100.0,0.6577
105,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,3,1,16,0.5008,100.0,0.5148
106,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,3,5,16,0.3945,100.0,0.5691
107,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,3,10,16,0.2939,100.0,0.626
108,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,3,15,16,0.22,100.0,0.672
109,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,4,1,16,0.5002,100.0,0.5154
110,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,4,5,16,0.3908,100.0,0.5713
111,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,4,10,16,0.2899,100.0,0.6289
112,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,4,15,16,0.2174,100.0,0.6745
113,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,5,1,16,0.5035,100.0,0.5121
114,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,5,5,16,0.4144,100.0,0.5574
115,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,5,10,16,0.3245,100.0,0.6075
116,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,5,15,16,0.2533,100.0,0.6507
117,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,6,1,16,0.5085,100.0,0.5073
118,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,6,5,16,0.4514,100.0,0.5358
119,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,6,10,16,0.3855,100.0,0.5709
120,alcove,,humble,abstract,0.0033,0.03,6.5,2,4,6,15,16,0.3241,100.0,0.6057
121,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,1,1,16,0.4974,100.0,0.5181
122,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,1,5,16,0.3681,100.0,0.5851
123,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,1,10,16,0.2426,100.0,0.6593
124,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,1,15,16,0.1465,100.0,0.7243
125,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,2,1,16,0.5041,100.0,0.5115
126,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,2,5,16,0.4173,100.0,0.5556
127,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,2,10,16,0.3232,100.0,0.6079
128,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,2,15,16,0.2417,100.0,0.6577
129,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,3,1,16,0.5008,100.0,0.5148
130,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,3,5,16,0.3945,100.0,0.5691
131,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,3,10,16,0.2939,100.0,0.626
132,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,3,15,16,0.22,100.0,0.672
133,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,4,1,16,0.5002,100.0,0.5154
134,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,4,5,16,0.3908,100.0,0.5713
135,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,4,10,16,0.2899,100.0,0.6289
136,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,4,15,16,0.2174,100.0,0.6745
137,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,5,1,16,0.5035,100.0,0.5121
138,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,5,5,16,0.4144,100.0,0.5574
139,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,5,10,16,0.3245,100.0,0.6075
140,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,5,15,16,0.2533,100.0,0.6507
141,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,6,1,16,0.5085,100.0,0.5073
142,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,6,5,16,0.4514,100.0,0.5358
143,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,6,10,16,0.3855,100.0,0.5709
144,alcove,,humble,abstract,0.0033,0.03,6.5,2,5,6,15,16,0.3241,100.0,0.6057
1,alcove,,humble,abstract,0.0035,0.04,6.0,2.5,0,1,1,16,0.4962,100.0,0.5309
