,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,32,0.8447,62.5,0.5717
2,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,32,0.163,100.0,0.9308
3,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,32,0.0,100.0,0.9308
4,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,32,0.0,100.0,0.9308
5,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,20,32,0.0,100.0,0.9308
6,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,25,32,0.0,100.0,0.9308
7,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,1,30,32,0.0,100.0,0.9308
8,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,32,1.289,50.0,0.5052
9,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,32,1.024,62.5,0.5655
10,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,32,0.5625,75.0,0.7104
11,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,32,0.4455,75.0,0.7042
12,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,20,32,0.141,100.0,0.8684
13,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,25,32,0.277,87.5,0.7505
14,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,2,30,32,0.0,100.0,0.9424
15,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,32,1.1516,87.5,0.5846
16,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,32,0.7793,75.0,0.7535
17,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,10,32,0.4685,87.5,0.8028
18,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,15,32,0.129,100.0,0.9159
19,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,20,32,0.0,100.0,0.9618
20,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,25,32,0.0,100.0,0.9618
21,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,3,30,32,0.0,100.0,0.9618
22,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,1,32,1.0997,87.5,0.6191
23,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,5,32,0.5897,100.0,0.8625
24,mlp,resnet152,hinge,shj_images_set1,0.0033,0.03,6.5,2,0,4,10,32,0.0,100.0,0.9674
