,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,32,0.767,50.0,0.4999
2,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,32,0.6001,50.0,0.5007
3,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,32,0.6237,50.0,0.5008
4,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,32,0.5962,50.0,0.529
5,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,20,32,0.531,62.5,0.5657
6,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,25,32,0.4698,62.5,0.5966
7,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,30,32,0.4013,75.0,0.629
8,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,32,1.2429,50.0,0.5
9,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,32,0.5963,50.0,0.5055
10,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,32,0.5817,50.0,0.5084
11,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,32,0.5495,50.0,0.5234
12,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,20,32,0.5353,50.0,0.5315
13,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,25,32,0.5287,50.0,0.5361
14,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,30,32,0.5305,50.0,0.5361
15,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,32,0.6496,50.0,0.5023
16,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,32,0.6402,50.0,0.4988
