,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,16,0.5769,50.0,0.5059
2,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,16,0.1611,87.5,0.5752
3,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,16,0.0047,100.0,0.6944
4,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,16,0.0118,75.0,0.701
5,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,16,0.6824,50.0,0.4999
6,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,16,0.3114,50.0,0.5012
7,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,16,0.3006,50.0,0.5023
8,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,16,0.2954,50.0,0.504
9,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,16,0.7325,50.0,0.5054
10,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,16,0.2419,50.0,0.5739
11,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,10,16,0.0466,62.5,0.6683
12,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,3,15,16,0.0036,62.5,0.6924
13,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,1,16,0.5745,50.0,0.5313
14,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,5,16,0.2111,50.0,0.584
15,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,10,16,0.1185,62.5,0.6143
16,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,4,15,16,0.022,62.5,0.6728
17,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,1,16,1.2323,50.0,0.4966
18,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,5,16,0.2982,50.0,0.4997
19,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,10,16,0.3074,50.0,0.5009
20,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,5,15,16,0.294,50.0,0.5022
21,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,1,16,0.4777,50.0,0.5011
22,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,5,16,0.3787,50.0,0.5038
23,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,10,16,0.3575,50.0,0.5094
24,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,0,6,15,16,0.3317,50.0,0.5177
25,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,1,16,0.4943,50.0,0.5068
26,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,5,16,0.2129,50.0,0.5539
27,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,10,16,0.0268,87.5,0.6957
28,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,1,15,16,0.0086,100.0,0.7053
29,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,1,16,0.4894,50.0,0.5019
30,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,5,16,0.2905,50.0,0.5071
31,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,10,16,0.2315,50.0,0.5566
32,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,2,15,16,0.1357,50.0,0.5694
33,mlp,resnet18,mse,shj_images_set1,0.0033,0.03,6.5,2,1,3,1,16,0.3827,50.0,0.4933
