,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,16,1.0019,50.0,0.5057
2,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,16,0.709,62.5,0.5327
3,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,16,0.5876,75.0,0.6475
4,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,16,0.4035,100.0,0.8587
5,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,16,0.9981,50.0,0.4999
6,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,16,0.7283,50.0,0.5013
7,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,16,0.722,62.5,0.5122
8,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,16,0.6804,62.5,0.5236
9,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,16,0.8843,50.0,0.5474
10,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,16,0.6248,87.5,0.6695
11,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,10,16,0.362,87.5,0.8484
12,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,3,15,16,0.1888,100.0,0.9377
13,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,4,1,16,0.8128,75.0,0.6347
14,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,4,5,16,0.5744,75.0,0.6843
15,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,4,10,16,0.5242,75.0,0.7305
16,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,4,15,16,0.4881,75.0,0.7356
17,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,5,1,16,1.0929,50.0,0.5011
18,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,5,5,16,0.7382,50.0,0.5245
19,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,5,10,16,0.6435,62.5,0.5871
20,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,5,15,16,0.5928,75.0,0.633
21,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,6,1,16,0.8607,50.0,0.5
22,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,6,5,16,0.7249,62.5,0.5052
23,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,6,10,16,0.7018,62.5,0.5298
24,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,0,6,15,16,0.6786,50.0,0.5527
25,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,1,1,16,0.8173,50.0,0.5054
26,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,1,5,16,0.6431,87.5,0.6435
27,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,1,10,16,0.4448,87.5,0.8147
28,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,1,15,16,0.1415,100.0,0.9787
29,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,2,1,16,0.9936,50.0,0.5032
30,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,2,5,16,0.7099,75.0,0.5548
31,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,2,10,16,0.6908,62.5,0.559
32,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,2,15,16,0.651,75.0,0.6012
33,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,3,1,16,0.9192,75.0,0.5641
34,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,3,5,16,0.6574,75.0,0.6472
35,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,3,10,16,0.4991,87.5,0.7443
36,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,3,15,16,0.4281,87.5,0.8031
37,mlp,vgg11,ll,shj_images_set1,0.0033,0.03,6.5,2,1,4,1,16,0.8924,75.0,0.6815
