,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,1,64,0.9825,50.0,0.4996
2,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,5,64,0.59,50.0,0.5007
3,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,10,64,0.6078,50.0,0.5051
4,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,15,64,0.5767,50.0,0.5211
5,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,20,64,0.6183,50.0,0.5083
6,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,25,64,0.6093,50.0,0.5003
7,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,30,64,0.6038,50.0,0.5166
8,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,35,64,0.5396,62.5,0.5495
9,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,40,64,0.5331,62.5,0.5562
10,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,45,64,0.5261,62.5,0.5654
11,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,50,64,0.5239,62.5,0.5707
12,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,55,64,0.5235,62.5,0.5739
13,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,1,60,64,0.5237,62.5,0.5759
14,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,1,64,0.9555,50.0,0.4999
15,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,5,64,0.597,50.0,0.5
16,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,10,64,0.5943,50.0,0.501
17,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,15,64,0.5684,50.0,0.5147
18,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,20,64,0.5439,50.0,0.5266
19,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,25,64,0.534,50.0,0.5324
20,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,30,64,0.6051,62.5,0.5223
21,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,35,64,0.5399,62.5,0.5385
22,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,40,64,0.5322,62.5,0.5453
23,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,45,64,0.5284,62.5,0.5493
24,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,50,64,0.4969,62.5,0.567
25,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,55,64,0.4814,62.5,0.5756
26,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,2,60,64,0.4755,62.5,0.5793
27,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,3,1,64,1.0681,50.0,0.5204
28,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,3,5,64,0.4035,75.0,0.6726
29,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,3,10,64,0.2418,87.5,0.7564
30,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,3,15,64,0.2454,87.5,0.7697
31,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,3,20,64,0.2459,87.5,0.7728
32,mlp,vgg11,humble,shj_images_set1,0.0033,0.03,6.5,2,0,3,25,64,0.2581,87.5,0.7733
