,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,1,1,16,0.409,50.0,0.5362
2,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,1,5,16,0.1176,50.0,0.5957
3,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,1,10,16,0.0364,62.5,0.6496
4,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,1,15,16,0.0108,62.5,0.6747
5,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,2,1,16,0.6065,37.5,0.4907
6,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,2,5,16,0.3357,50.0,0.4931
7,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,2,10,16,0.3131,50.0,0.4957
8,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,2,15,16,0.3038,50.0,0.4972
9,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,3,1,16,0.2597,50.0,0.5357
10,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,3,5,16,0.1925,50.0,0.5556
11,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,3,10,16,0.1649,50.0,0.5741
12,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,3,15,16,0.1548,50.0,0.5858
13,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,4,1,16,0.1858,50.0,0.5687
14,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,4,5,16,0.1128,50.0,0.5946
15,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,4,10,16,0.0897,62.5,0.6164
16,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,4,15,16,0.083,62.5,0.6281
17,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,5,1,16,0.537,50.0,0.5006
18,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,5,5,16,0.2742,50.0,0.5092
19,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,5,10,16,0.2599,50.0,0.5154
20,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,5,15,16,0.2508,50.0,0.52
21,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,6,1,16,0.4899,50.0,0.5016
22,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,6,5,16,0.3072,50.0,0.5019
23,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,6,10,16,0.3023,50.0,0.502
24,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,6,15,16,0.3002,50.0,0.502
1,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,1,1,16,0.2491,50.0,0.5645
2,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,1,5,16,0.0533,50.0,0.6341
3,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,1,10,16,0.0067,50.0,0.6743
4,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,1,15,16,0.0008,62.5,0.6864
5,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,2,1,16,0.4862,50.0,0.4964
6,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,2,5,16,0.3191,50.0,0.4982
7,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,2,10,16,0.3043,50.0,0.4998
8,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,2,15,16,0.2966,50.0,0.5009
9,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,3,1,16,0.4912,50.0,0.5069
10,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,3,5,16,0.2377,50.0,0.5199
11,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,3,10,16,0.1999,50.0,0.5375
12,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,3,15,16,0.1671,50.0,0.5564
13,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,4,1,16,0.2395,50.0,0.5211
14,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,4,5,16,0.181,50.0,0.5475
15,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,4,10,16,0.1285,50.0,0.5774
16,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,4,15,16,0.1005,50.0,0.6013
17,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,5,1,16,0.7313,50.0,0.4756
18,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,5,5,16,0.2903,50.0,0.5051
19,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,5,10,16,0.2504,50.0,0.5208
20,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,5,15,16,0.2296,50.0,0.5312
21,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,6,1,16,0.3089,50.0,0.4996
22,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,6,5,16,0.3041,50.0,0.4998
23,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,6,10,16,0.3012,50.0,0.5
24,mlp,,mse,abstract,0.0033,0.03,6.5,2,0,6,15,16,0.2993,50.0,0.5002
