,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,1,1,32,0.9756,50.0,0.5432
2,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,1,5,32,0.6705,75.0,0.6585
3,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,1,10,32,0.2375,100.0,0.852
4,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,1,15,32,0.0,100.0,0.9099
5,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,1,20,32,0.0,100.0,0.9099
6,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,1,25,32,0.0,100.0,0.9099
7,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,1,30,32,0.0,100.0,0.9099
8,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,2,1,32,1.0376,50.0,0.5042
9,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,2,5,32,1.0342,50.0,0.5057
10,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,2,10,32,1.0298,50.0,0.5078
11,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,2,15,32,1.0249,50.0,0.5102
12,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,2,20,32,1.019,50.0,0.513
13,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,2,25,32,1.0119,50.0,0.5165
14,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,2,30,32,1.003,50.0,0.5208
15,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,3,1,32,0.9396,75.0,0.554
16,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,3,5,32,0.8469,75.0,0.5956
17,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,3,10,32,0.6852,75.0,0.6533
18,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,3,15,32,0.5476,75.0,0.7017
19,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,3,20,32,0.5313,87.5,0.7041
20,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,3,25,32,0.53,75.0,0.7092
21,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,3,30,32,0.5262,75.0,0.7094
22,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,4,1,32,0.9521,50.0,0.5516
23,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,4,5,32,0.7268,62.5,0.631
24,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,4,10,32,0.5182,62.5,0.7172
25,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,4,15,32,0.3391,100.0,0.8006
26,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,4,20,32,0.1999,100.0,0.8573
27,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,4,25,32,0.0386,100.0,0.9195
28,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,4,30,32,0.0,100.0,0.9235
29,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,5,1,32,1.0569,50.0,0.4945
30,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,5,5,32,1.0279,50.0,0.5076
31,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,5,10,32,0.992,50.0,0.5251
32,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,5,15,32,0.9454,50.0,0.5481
33,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,5,20,32,0.8748,62.5,0.5798
34,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,5,25,32,0.7632,75.0,0.6192
35,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,5,30,32,0.6483,75.0,0.6778
36,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,6,1,32,1.0496,37.5,0.5002
37,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,6,5,32,1.0491,37.5,0.5003
38,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,6,10,32,1.0485,37.5,0.5003
39,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,6,15,32,1.048,37.5,0.5004
40,mlp,,hinge,abstract,0.0033,0.03,6.5,2,0,6,20,32,1.0474,37.5,0.5004
