,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Max Epochs,Train Loss,Train Accuracy,Probability Correct
1,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,1,32,0.5698,50.0,0.5347
2,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,5,32,0.4187,50.0,0.5808
3,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,10,32,0.2634,100.0,0.666
4,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,15,32,0.1199,100.0,0.7598
5,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,20,32,0.041,100.0,0.8243
6,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,25,32,0.0133,100.0,0.8562
7,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,30,32,0.0043,100.0,0.8719
8,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,1,32,0.5944,50.0,0.5018
9,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,5,32,0.5446,62.5,0.5027
10,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,10,32,0.5386,62.5,0.5036
11,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,15,32,0.5354,62.5,0.5044
12,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,20,32,0.5331,62.5,0.5053
13,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,25,32,0.5311,50.0,0.5062
14,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,30,32,0.5293,50.0,0.5072
15,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,3,1,32,0.5377,75.0,0.5116
16,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,3,5,32,0.47,75.0,0.543
17,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,3,10,32,0.417,75.0,0.5749
18,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,3,15,32,0.3688,75.0,0.607
19,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,3,20,32,0.3315,75.0,0.6355
20,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,3,25,32,0.3084,62.5,0.6569
21,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,3,30,32,0.2965,75.0,0.6709
22,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,4,1,32,0.519,50.0,0.5426
23,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,4,5,32,0.3842,62.5,0.5978
24,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,4,10,32,0.2734,87.5,0.6639
25,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,4,15,32,0.1988,100.0,0.7172
26,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,4,20,32,0.148,100.0,0.7603
27,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,4,25,32,0.1023,100.0,0.7982
28,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,4,30,32,0.0651,100.0,0.8295
29,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,5,1,32,0.6167,62.5,0.4781
30,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,5,5,32,0.5538,50.0,0.5035
31,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,5,10,32,0.504,62.5,0.5282
32,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,5,15,32,0.4705,62.5,0.5489
33,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,5,20,32,0.4464,75.0,0.5665
34,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,5,25,32,0.428,75.0,0.5811
35,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,5,30,32,0.4128,75.0,0.5934
36,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,6,1,32,0.5543,50.0,0.4998
37,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,6,5,32,0.5476,50.0,0.4999
38,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,6,10,32,0.5438,50.0,0.5
39,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,6,15,32,0.5411,50.0,0.5001
40,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,6,20,32,0.5391,50.0,0.5002
41,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,6,25,32,0.5375,50.0,0.5003
42,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,6,30,32,0.5362,50.0,0.5003
1,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,1,32,0.6764,50.0,0.4922
2,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,5,32,0.4213,50.0,0.5788
3,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,10,32,0.224,100.0,0.6878
4,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,15,32,0.0854,100.0,0.7831
5,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,20,32,0.0242,100.0,0.8384
6,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,25,32,0.0065,100.0,0.8633
7,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,1,30,32,0.002,100.0,0.8745
8,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,1,32,0.6048,37.5,0.498
9,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,5,32,0.5513,37.5,0.5
10,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,10,32,0.5449,50.0,0.5008
11,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,15,32,0.5403,50.0,0.5016
12,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,20,32,0.5369,50.0,0.5024
13,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,25,32,0.534,50.0,0.5032
14,mlp,,humble,abstract,0.0033,0.03,6.5,2,0,2,30,32,0.5316,50.0,0.504
