,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Train Loss,Train Accuracy,Probability Correct
1,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,1,1,0.6983,75.0,0.5222
2,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,1,4,0.5957,100.0,0.5661
3,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,1,8,0.5015,100.0,0.6191
4,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,1,12,0.4236,100.0,0.6668
5,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,1,16,0.3588,100.0,0.7092
6,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,2,1,0.6902,50.0,0.5116
7,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,2,4,0.6379,75.0,0.5383
8,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,2,8,0.5758,100.0,0.5717
9,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,2,12,0.5252,100.0,0.601
10,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,2,16,0.4787,100.0,0.6294
11,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,3,1,0.7323,50.0,0.5027
12,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,3,4,0.6555,87.5,0.5282
13,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,3,8,0.5954,87.5,0.5615
14,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,3,12,0.5417,87.5,0.5926
15,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,3,16,0.4958,100.0,0.6205
16,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,4,1,0.6975,62.5,0.5196
17,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,4,4,0.5829,100.0,0.5769
18,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,4,8,0.4829,100.0,0.6322
19,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,4,12,0.4118,100.0,0.6761
20,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,4,16,0.3561,100.0,0.7128
21,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,5,1,0.6941,62.5,0.5083
22,mlp,resnet18,ll,shj_images_set2,0.001,0.005,,1.0,0,5,4,0.6472,87.5,0.5331
