,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Train Loss,Train Accuracy,Probability Correct
45,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,3,16,0.4766,100.0,0.662
46,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,4,1,1.0,87.5,0.5003
47,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,4,4,0.9826,100.0,0.5077
48,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,4,8,0.8762,100.0,0.5428
49,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,4,12,0.6849,100.0,0.5895
50,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,4,16,0.4639,100.0,0.6406
51,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,5,1,1.0,75.0,0.5003
52,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,5,4,0.9825,100.0,0.5079
53,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,5,8,0.8689,100.0,0.5445
54,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,5,12,0.6686,100.0,0.5944
55,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,5,16,0.4389,100.0,0.6467
56,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,6,1,1.0,50.0,0.5001
57,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,6,4,0.9953,87.5,0.5028
58,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,6,8,0.9453,87.5,0.5239
59,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,6,12,0.6954,87.5,0.5928
60,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,1,6,16,0.8199,100.0,0.5473
61,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,2,1,1,1.0,75.0,0.5003
62,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,2,1,4,0.9757,100.0,0.5118
63,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,2,1,8,0.7499,100.0,0.5813
64,alcove,vgg11,hinge,shj_images_set2,0.005,0.01,3,1.0,2,1,12,0.4474,100.0,0.5653
