,Model,Net,Loss Type,Image Set,LR-Attention,LR-Association,c,phi,Permutation,Type,Epoch,Train Loss,Train Accuracy,Probability Correct
1,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,1,1,0.0286,50.0,0.5121
2,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,1,4,0.0232,50.0,0.5215
3,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,1,8,0.018,50.0,0.533
4,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,1,12,0.0138,50.0,0.5435
5,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,1,16,0.0105,50.0,0.5531
6,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,2,1,0.0403,50.0,0.4952
7,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,2,4,0.0323,50.0,0.5029
8,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,2,8,0.0274,50.0,0.5121
9,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,2,12,0.0235,50.0,0.5203
10,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,2,16,0.0204,50.0,0.5277
11,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,3,1,0.092,50.0,0.5008
12,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,3,4,0.0324,50.0,0.5033
13,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,3,8,0.0288,50.0,0.5069
14,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,3,12,0.0268,50.0,0.5109
15,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,3,16,0.025,50.0,0.5151
16,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,4,1,0.0518,50.0,0.5139
17,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,4,4,0.0244,50.0,0.5225
18,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,4,8,0.0198,50.0,0.532
19,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,4,12,0.0166,50.0,0.54
20,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,4,16,0.0142,50.0,0.5469
21,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,5,1,0.058,50.0,0.4947
22,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,5,4,0.0336,50.0,0.5001
23,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,5,8,0.0291,50.0,0.508
24,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,5,12,0.0253,50.0,0.5157
25,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,5,16,0.0221,50.0,0.5228
26,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,6,1,0.0524,50.0,0.4991
27,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,6,4,0.0315,50.0,0.502
28,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,6,8,0.0295,50.0,0.5052
29,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,6,12,0.028,50.0,0.5083
30,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,0,6,16,0.0266,50.0,0.5112
31,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,1,1,0.0543,50.0,0.5145
32,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,1,4,0.0231,50.0,0.5212
33,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,1,8,0.0192,50.0,0.5282
34,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,1,12,0.0164,50.0,0.5351
35,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,1,16,0.0139,50.0,0.542
36,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,2,1,0.106,50.0,0.4971
37,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,2,4,0.0322,50.0,0.5027
38,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,2,8,0.0286,50.0,0.5089
39,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,2,12,0.0257,50.0,0.5145
40,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,2,16,0.0233,50.0,0.5197
41,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,3,1,0.0497,50.0,0.4925
42,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,3,4,0.0313,50.0,0.5081
43,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,3,8,0.0223,50.0,0.5253
44,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,3,12,0.0163,50.0,0.5391
45,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,3,16,0.0123,50.0,0.5504
46,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,4,1,0.0414,50.0,0.5127
47,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,4,4,0.0238,50.0,0.5221
48,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,4,8,0.0191,50.0,0.5335
49,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,4,12,0.0156,50.0,0.5435
50,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,4,16,0.013,50.0,0.5522
51,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,5,1,0.0691,50.0,0.4973
52,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,5,4,0.0344,50.0,0.5003
53,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,5,8,0.0301,50.0,0.5054
54,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,5,12,0.0274,50.0,0.5111
55,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,5,16,0.025,50.0,0.5168
56,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,6,1,0.1016,50.0,0.4984
57,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,6,4,0.0329,50.0,0.501
58,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,6,8,0.0305,50.0,0.5035
59,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,6,12,0.0291,50.0,0.5061
60,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,1,6,16,0.0277,50.0,0.5087
61,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,1,1,0.0476,50.0,0.5242
62,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,1,4,0.0184,50.0,0.5321
63,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,1,8,0.0137,50.0,0.5447
64,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,1,12,0.0102,50.0,0.5556
65,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,1,16,0.0078,50.0,0.5647
66,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,2,1,0.0368,50.0,0.5106
67,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,2,4,0.0266,50.0,0.513
68,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,2,8,0.0242,50.0,0.5174
69,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,2,12,0.0223,50.0,0.5218
70,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,2,16,0.0205,50.0,0.5262
71,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,3,1,0.0275,50.0,0.5144
72,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,3,4,0.0219,50.0,0.525
73,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,3,8,0.017,50.0,0.5369
74,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,3,12,0.0136,50.0,0.5467
75,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,3,16,0.0111,50.0,0.5549
76,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,4,1,0.1566,25.0,0.4895
77,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,4,4,0.0395,50.0,0.4976
78,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,4,8,0.0312,50.0,0.5034
79,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,4,12,0.0281,50.0,0.5088
80,mlp,resnet18,mse,shj_images_set2,0.001,0.005,,1.0,2,4,16,0.0254,50.0,0.5144
